date,temperature_C,air_quality_index,humidity_percent,wind_speed_kmh,rain,charging_level_required
2024-02-09,10.9,268.0,27.2,41.8,1,Level 3
2024-02-10,10.1,20.0,67.3,33.9,0,Level 1
2024-02-11,14.3,8.0,61.0,11.3,0,Level 1
2024-02-12,9.4,345.0,50.9,46.8,0,Level 3
2024-02-13,24.7,69.0,47.3,5.7,0,Level 2
2024-02-14,28.1,409.0,64.4,26.5,1,Level 3
2024-02-15,7.7,121.0,27.4,44.9,0,Level 1
2024-02-16,22.6,170.0,47.9,36.3,0,Level 2
2024-02-17,27.8,449.0,91.0,39.0,1,Level 3
2024-02-18,13.2,81.0,91.9,30.3,1,Level 3
2024-02-19,22.3,5.0,28.1,33.2,1,Level 3
2024-02-20,38.7,326.0,37.9,35.6,0,Level 3
2024-02-21,24.7,119.0,46.0,37.3,0,Level 2
2024-02-22,29.6,329.0,65.5,4.7,0,Level 3
2024-02-23,24.1,184.0,41.2,12.2,0,Level 2
2024-02-24,19.2,446.0,70.5,39.7,1,Level 3
2024-02-25,23.4,251.0,66.2,24.6,0,Level 3
2024-02-26,26.3,140.0,21.9,32.3,1,Level 3
2024-02-27,11.4,89.0,95.2,47.7,1,Level 3
2024-02-28,17.8,8.0,94.3,21.4,1,Level 3
2024-02-29,27.1,483.0,97.1,42.7,0,Level 3
2024-03-01,11.5,426.0,45.4,8.5,1,Level 3
2024-03-02,4.9,278.0,94.9,34.8,1,Level 3
2024-03-03,11.2,308.0,99.2,7.0,0,Level 3
2024-03-04,21.5,259.0,90.2,37.0,0,Level 3
2024-03-05,30.8,180.0,43.5,40.5,1,Level 3
2024-03-06,30.5,405.0,89.4,45.7,0,Level 3
2024-03-07,25.2,399.0,72.0,35.1,0,Level 3
2024-03-08,58.5,398.0,91.2,16.9,1,Level 3
2024-03-09,12.3,289.0,22.9,23.3,0,Level 3
2024-03-10,17.6,271.0,42.9,29.5,0,Level 3
2024-03-11,15.3,64.0,61.8,38.5,0,Level 2
2024-03-12,30.9,108.0,69.8,4.3,1,Level 3
2024-03-13,20.5,270.0,71.0,36.3,0,Level 3
2024-03-14,13.5,488.0,61.3,16.1,0,Level 3
2024-03-15,13.4,219.0,26.3,1.3,1,Level 3
2024-03-16,28.5,481.0,86.9,34.8,0,Level 3
2024-03-17,8.0,78.0,40.0,27.5,1,Level 3
2024-03-18,16.7,357.0,72.8,14.0,0,Level 3
2024-03-19,41.2,210.0,39.8,17.8,1,Level 3
2024-03-20,30.3,379.0,21.2,5.8,1,Level 3
2024-03-21,24.4,237.0,27.8,24.6,1,Level 3
2024-03-22,27.7,237.0,33.9,21.7,1,Level 3
2024-03-23,36.3,318.0,23.6,18.7,1,Level 3
2024-03-24,5.7,313.0,60.3,42.8,1,Level 3
2024-03-25,10.2,35.0,71.4,1.3,1,Level 3
2024-03-26,24.6,293.0,95.2,28.8,0,Level 3
2024-03-27,35.9,229.0,63.6,47.1,1,Level 3
2024-03-28,7.6,193.0,96.9,45.3,1,Level 3
2024-03-29,22.8,36.0,45.5,42.2,0,Level 2
2024-03-30,13.8,12.0,85.2,14.1,0,Level 3
2024-03-31,23.6,314.0,90.2,36.8,0,Level 3
2024-04-01,13.1,402.0,42.6,8.9,0,Level 3
2024-04-02,27.5,495.0,53.0,18.6,1,Level 3
2024-04-03,26.1,388.0,47.3,46.5,0,Level 3
2024-04-04,17.8,375.0,80.4,5.2,0,Level 3
2024-04-05,31.0,451.0,60.4,41.3,1,Level 3
2024-04-06,26.8,195.0,20.9,45.3,0,Level 2
2024-04-07,16.9,46.0,45.5,47.5,0,Level 2
2024-04-08,21.0,316.0,55.9,14.7,0,Level 3
2024-04-09,26.0,164.0,73.8,37.6,0,Level 2
2024-04-10,26.2,46.0,59.6,2.9,1,Level 3
2024-04-11,26.3,275.0,55.3,44.4,0,Level 3
2024-04-12,11.7,71.0,80.9,30.9,1,Level 3
2024-04-13,16.8,51.0,26.7,35.0,0,Level 2
2024-04-14,15.3,42.0,98.9,18.7,1,Level 3
2024-04-15,22.3,185.0,85.0,47.4,0,Level 3
2024-04-16,12.8,389.0,64.7,21.2,0,Level 3
2024-04-17,17.9,453.0,28.9,24.6,1,Level 3
2024-04-18,19.8,28.0,29.5,5.9,0,Level 2
2024-04-19,17.1,325.0,79.7,29.2,0,Level 3
2024-04-20,18.9,143.0,89.5,11.2,0,Level 3
2024-04-21,24.0,482.0,21.0,48.5,1,Level 3
2024-04-22,22.2,37.0,64.3,48.5,0,Level 2
2024-04-23,20.1,262.0,70.4,34.8,0,Level 3
2024-04-24,41.5,292.0,92.1,2.3,1,Level 3
2024-04-25,12.3,140.0,96.0,44.5,0,Level 3
2024-04-26,41.9,139.0,35.0,23.2,1,Level 3
2024-04-27,11.9,177.0,66.7,3.9,1,Level 3
2024-04-28,23.4,155.0,85.1,34.2,0,Level 3
2024-04-29,38.8,81.0,92.9,41.1,1,Level 3
2024-04-30,6.8,466.0,89.3,2.3,1,Level 3
2024-05-01,38.3,13.0,50.1,40.5,0,Level 3
2024-05-02,2.9,485.0,87.4,41.9,1,Level 3
2024-05-03,33.5,234.0,53.2,13.7,1,Level 3
2024-05-04,20.1,384.0,95.6,42.5,0,Level 3
2024-05-05,20.5,124.0,56.0,6.5,0,Level 2
2024-05-06,21.2,114.0,73.7,30.9,1,Level 3
2024-05-07,25.1,179.0,29.1,33.6,1,Level 3
2024-05-08,35.5,260.0,88.2,27.6,1,Level 3
2024-05-09,21.2,280.0,90.1,20.2,0,Level 3
2024-05-10,26.5,352.0,37.0,6.8,0,Level 3
2024-05-11,33.7,7.0,48.0,29.5,1,Level 3
2024-05-12,8.2,452.0,47.9,25.7,0,Level 3
2024-05-13,-0.4,392.0,51.7,31.1,1,Level 3
2024-05-14,3.0,230.0,98.4,24.6,1,Level 3
2024-05-15,19.4,164.0,70.7,12.0,1,Level 3
2024-05-16,23.7,91.0,47.7,44.8,0,Level 2
2024-05-17,10.6,237.0,73.4,8.6,0,Level 3
2024-05-18,14.7,89.0,27.1,6.0,1,Level 3
2024-05-19,12.1,230.0,36.5,18.2,0,Level 3
2024-05-20,39.6,20.0,84.0,31.4,1,Level 3
2024-05-21,20.4,41.0,89.9,46.0,0,Level 3
2024-05-22,18.9,403.0,79.9,9.2,1,Level 3
2024-05-23,17.8,105.0,49.6,24.2,0,Level 2
2024-05-24,4.8,231.0,79.8,1.8,0,Level 3
2024-05-25,33.7,126.0,77.1,44.8,1,Level 3
2024-05-26,50.8,54.0,55.8,26.6,0,Level 3
2024-05-27,31.2,121.0,41.5,18.9,1,Level 3
2024-05-28,13.5,60.0,91.2,29.7,0,Level 3
2024-05-29,9.2,340.0,83.1,24.9,1,Level 3
2024-05-30,20.8,293.0,79.6,21.6,1,Level 3
2024-05-31,11.4,64.0,42.7,18.2,1,Level 3
2024-06-01,29.3,178.0,98.9,30.3,1,Level 3
2024-06-02,39.1,119.0,28.1,7.6,1,Level 3
2024-06-03,13.5,93.0,42.8,8.7,0,Level 1
2024-06-04,15.1,448.0,26.4,26.2,1,Level 3
2024-06-05,22.7,56.0,51.8,48.5,1,Level 3
2024-06-06,19.5,433.0,85.4,12.9,0,Level 3
2024-06-07,25.0,465.0,64.5,28.6,0,Level 3
2024-06-08,10.2,140.0,81.6,9.4,1,Level 3
2024-06-09,12.4,254.0,39.4,5.7,0,Level 3
2024-06-10,2.0,305.0,43.1,29.1,0,Level 3
2024-06-11,19.3,266.0,24.1,16.8,1,Level 3
2024-06-12,7.9,67.0,25.1,49.5,1,Level 3
2024-06-13,30.1,127.0,74.5,38.0,1,Level 3
2024-06-14,14.2,298.0,57.7,20.6,0,Level 3
2024-06-15,25.8,415.0,97.2,6.2,0,Level 3
2024-06-16,18.0,365.0,95.1,9.1,0,Level 3
2024-06-17,20.9,287.0,87.3,7.0,0,Level 3
2024-06-18,18.4,398.0,36.1,8.2,0,Level 3
2024-06-19,23.9,333.0,61.8,17.9,0,Level 3
2024-06-20,15.8,439.0,51.4,40.8,0,Level 3
2024-06-21,-0.4,231.0,44.1,37.4,0,Level 3
2024-06-22,9.9,251.0,38.6,45.0,0,Level 3
2024-06-23,28.3,453.0,69.9,5.8,0,Level 3
2024-06-24,-2.1,470.0,70.2,16.7,1,Level 3
2024-06-25,23.4,310.0,62.7,44.7,0,Level 3
2024-06-26,15.8,394.0,32.1,15.6,1,Level 3
2024-06-27,28.3,17.0,65.6,38.1,1,Level 3
2024-06-28,11.4,438.0,47.4,41.1,0,Level 3
2024-06-29,17.3,399.0,32.0,11.5,0,Level 3
2024-06-30,10.2,361.0,77.6,32.1,1,Level 3
2024-07-01,24.1,126.0,47.7,9.1,0,Level 2
2024-07-02,38.8,454.0,66.7,20.0,0,Level 3
2024-07-03,26.5,77.0,66.9,25.3,1,Level 3
2024-07-04,19.4,306.0,21.4,43.6,1,Level 3
2024-07-05,21.1,348.0,93.8,35.4,0,Level 3
2024-07-06,27.3,76.0,66.1,30.3,1,Level 3
2024-07-07,35.9,467.0,94.0,22.5,0,Level 3
2024-07-08,14.9,57.0,98.8,41.9,0,Level 3
2024-07-09,20.6,296.0,51.9,2.7,1,Level 3
2024-07-10,30.9,168.0,84.2,0.2,0,Level 3
2024-07-11,9.9,269.0,93.6,17.3,0,Level 3
2024-07-12,3.5,173.0,79.0,22.6,1,Level 3
2024-07-13,17.4,70.0,34.1,24.9,0,Level 2
2024-07-14,5.0,209.0,93.2,18.1,0,Level 3
2024-07-15,38.5,7.0,73.1,8.9,1,Level 3
2024-07-16,31.3,481.0,31.9,20.7,1,Level 3
2024-07-17,45.7,34.0,80.0,10.5,1,Level 3
2024-07-18,20.6,449.0,36.4,9.5,1,Level 3
2024-07-19,19.7,282.0,25.3,38.8,1,Level 3
2024-07-20,14.6,227.0,62.0,22.0,1,Level 3
2024-07-21,32.5,78.0,34.6,43.1,0,Level 3
2024-07-22,-0.7,473.0,49.9,13.5,0,Level 3
2024-07-23,8.9,13.0,32.5,35.8,1,Level 3
2024-07-24,37.5,329.0,22.2,11.1,1,Level 3
2024-07-25,27.2,10.0,28.3,40.0,1,Level 3
2024-07-26,8.7,89.0,72.2,11.9,1,Level 3
2024-07-27,17.6,361.0,88.5,41.5,1,Level 3
2024-07-28,16.3,199.0,73.4,10.2,1,Level 3
2024-07-29,25.9,7.0,26.8,10.4,0,Level 2
2024-07-30,16.9,13.0,34.5,29.2,1,Level 3
2024-07-31,29.2,409.0,47.3,13.0,0,Level 3
2024-08-01,18.2,190.0,67.2,13.4,0,Level 2
2024-08-02,7.2,276.0,54.9,14.7,0,Level 3
2024-08-03,37.5,474.0,81.1,7.0,0,Level 3
2024-08-04,19.6,447.0,84.0,21.3,0,Level 3
2024-08-05,31.0,11.0,41.5,27.1,1,Level 3
2024-08-06,6.5,70.0,86.8,49.2,0,Level 3
2024-08-07,27.4,263.0,33.7,13.6,1,Level 3
2024-08-08,22.0,137.0,64.3,32.6,0,Level 2
2024-08-09,10.2,415.0,36.5,0.5,0,Level 3
2024-08-10,22.6,300.0,73.2,8.8,1,Level 3
2024-08-11,29.8,457.0,53.5,19.2,0,Level 3
2024-08-12,13.8,83.0,79.0,4.1,1,Level 3
2024-08-13,20.3,302.0,39.6,19.5,1,Level 3
2024-08-14,10.8,360.0,43.8,28.3,1,Level 3
2024-08-15,6.5,238.0,73.1,46.8,1,Level 3
2024-08-16,11.4,16.0,41.0,29.8,0,Level 1
2024-08-17,27.0,26.0,59.7,29.8,1,Level 3
2024-08-18,31.5,53.0,26.0,36.4,0,Level 3
2024-08-19,13.0,248.0,75.1,21.7,0,Level 3
2024-08-20,27.1,400.0,75.6,13.6,1,Level 3
2024-08-21,14.4,295.0,48.9,4.6,1,Level 3
2024-08-22,19.3,93.0,63.4,43.6,1,Level 3
2024-08-23,26.2,366.0,84.5,32.9,1,Level 3
2024-08-24,28.3,125.0,59.2,11.1,1,Level 3
2024-08-25,24.6,494.0,95.5,2.0,0,Level 3
2024-08-26,24.3,90.0,65.4,45.8,1,Level 3
2024-08-27,22.1,17.0,75.8,14.9,0,Level 2
2024-08-28,19.6,431.0,87.6,16.0,0,Level 3
2024-08-29,26.8,414.0,23.0,29.8,0,Level 3
2024-08-30,15.7,38.0,75.7,17.0,1,Level 3
2024-08-31,16.9,362.0,25.2,15.8,0,Level 3
2024-09-01,34.5,159.0,70.1,44.3,1,Level 3
2024-09-02,22.0,308.0,38.6,1.2,1,Level 3
2024-09-03,20.8,470.0,83.9,49.9,1,Level 3
2024-09-04,30.7,175.0,81.4,20.1,0,Level 3
2024-09-05,43.0,437.0,98.7,38.4,0,Level 3
2024-09-06,16.4,209.0,53.7,36.9,1,Level 3
2024-09-07,15.8,177.0,43.0,14.8,0,Level 2
2024-09-08,17.2,117.0,23.4,0.9,1,Level 3
2024-09-09,19.7,192.0,74.4,10.9,0,Level 2
2024-09-10,22.3,475.0,82.9,4.5,0,Level 3
2024-09-11,29.8,472.0,57.4,30.7,0,Level 3
2024-09-12,17.9,84.0,99.3,11.6,0,Level 3
2024-09-13,21.7,304.0,61.0,11.5,0,Level 3
2024-09-14,24.9,88.0,37.6,9.3,0,Level 2
2024-09-15,13.6,29.0,97.5,44.2,0,Level 3
2024-09-16,31.9,464.0,99.6,8.7,0,Level 3
2024-09-17,34.2,348.0,32.3,40.8,1,Level 3
2024-09-18,14.3,112.0,37.9,26.8,1,Level 3
2024-09-19,35.5,46.0,90.2,13.3,0,Level 3
2024-09-20,38.0,65.0,91.1,47.8,0,Level 3
2024-09-21,22.9,328.0,64.1,4.3,0,Level 3
2024-09-22,23.3,204.0,49.8,13.0,1,Level 3
2024-09-23,19.7,41.0,37.6,34.2,0,Level 2
2024-09-24,37.9,38.0,88.1,24.8,1,Level 3
2024-09-25,45.3,412.0,47.8,33.9,0,Level 3
2024-09-26,14.7,283.0,41.4,43.9,0,Level 3
2024-09-27,25.9,425.0,89.4,35.4,1,Level 3
2024-09-28,31.1,419.0,75.8,34.0,1,Level 3
2024-09-29,33.8,79.0,90.5,43.6,0,Level 3
2024-09-30,26.5,15.0,86.1,6.4,0,Level 3
2024-10-01,32.1,80.0,85.4,41.6,0,Level 3
2024-10-02,11.8,254.0,20.5,14.4,1,Level 3
2024-10-03,21.9,316.0,40.8,31.7,1,Level 3
2024-10-04,20.5,270.0,82.4,5.3,0,Level 3
2024-10-05,22.5,481.0,47.3,31.6,0,Level 3
2024-10-06,35.8,466.0,28.2,46.9,0,Level 3
2024-10-07,15.5,150.0,76.7,3.4,1,Level 3
2024-10-08,21.9,291.0,47.7,31.0,0,Level 3
2024-10-09,14.4,379.0,22.0,1.1,0,Level 3
2024-10-10,23.8,162.0,59.1,38.5,0,Level 2
2024-10-11,14.4,137.0,99.8,21.3,1,Level 3
2024-10-12,38.8,226.0,33.1,39.7,1,Level 3
2024-10-13,9.8,41.0,74.4,32.7,0,Level 1
2024-10-14,27.1,137.0,96.1,7.6,1,Level 3
2024-10-15,26.5,210.0,71.1,19.9,0,Level 3
2024-10-16,19.0,137.0,98.7,20.5,1,Level 3
2024-10-17,17.6,107.0,22.5,32.6,0,Level 2
2024-10-18,23.5,184.0,89.1,23.7,1,Level 3
2024-10-19,23.4,385.0,87.6,38.1,1,Level 3
2024-10-20,24.6,313.0,30.5,1.6,1,Level 3
2024-10-21,22.0,398.0,58.5,5.9,0,Level 3
2024-10-22,27.1,63.0,74.8,21.5,0,Level 2
2024-10-23,19.6,32.0,66.6,13.4,0,Level 2
2024-10-24,5.7,399.0,44.8,22.8,0,Level 3
2024-10-25,15.5,300.0,43.3,34.7,0,Level 3
2024-10-26,-4.2,430.0,82.4,2.0,1,Level 3
2024-10-27,10.3,121.0,98.9,7.1,0,Level 3
2024-10-28,19.5,249.0,69.5,35.1,0,Level 3
2024-10-29,17.8,163.0,61.4,4.4,1,Level 3
2024-10-30,20.3,175.0,22.7,3.9,1,Level 3
2024-10-31,10.0,284.0,75.2,40.0,1,Level 3
2024-11-01,17.2,100.0,33.4,5.2,0,Level 2
2024-11-02,34.0,16.0,94.9,2.6,1,Level 3
2024-11-03,29.2,271.0,76.7,43.5,0,Level 3
2024-11-04,29.0,170.0,85.2,4.0,1,Level 3
2024-11-05,26.4,447.0,63.8,40.9,0,Level 3
2024-11-06,40.8,263.0,78.5,4.1,1,Level 3
2024-11-07,13.1,30.0,39.8,8.0,0,Level 1
2024-11-08,16.8,488.0,47.0,9.1,0,Level 3
2024-11-09,24.2,395.0,72.7,24.9,0,Level 3
2024-11-10,37.3,114.0,99.7,48.7,0,Level 3
2024-11-11,24.4,325.0,36.0,34.0,1,Level 3
2024-11-12,17.4,434.0,78.2,37.1,1,Level 3
2024-11-13,3.3,213.0,47.7,18.6,0,Level 3
2024-11-14,22.2,219.0,78.0,24.3,1,Level 3
2024-11-15,30.5,437.0,92.1,21.1,1,Level 3
2024-11-16,26.5,456.0,36.9,31.1,0,Level 3
2024-11-17,4.2,316.0,78.6,6.6,0,Level 3
2024-11-18,24.9,90.0,39.0,48.6,0,Level 2
2024-11-19,22.6,90.0,88.4,24.6,0,Level 3
2024-11-20,25.4,223.0,61.2,18.0,0,Level 3
2024-11-21,16.3,296.0,33.1,19.6,1,Level 3
2024-11-22,7.1,387.0,30.5,48.5,0,Level 3
2024-11-23,31.6,227.0,38.9,3.7,0,Level 3
2024-11-24,20.8,169.0,86.3,21.5,1,Level 3
2024-11-25,7.2,124.0,69.4,35.3,1,Level 3
2024-11-26,16.5,18.0,78.9,33.2,1,Level 3
2024-11-27,16.5,237.0,87.5,40.3,1,Level 3
2024-11-28,30.3,103.0,29.0,13.5,0,Level 3
2024-11-29,22.4,29.0,62.5,46.8,0,Level 2
2024-11-30,27.3,158.0,60.6,2.1,1,Level 3
2024-12-01,19.2,74.0,98.9,48.3,1,Level 3
2024-12-02,29.2,227.0,61.2,24.4,0,Level 3
2024-12-03,23.5,333.0,31.2,1.5,0,Level 3
2024-12-04,31.1,101.0,73.9,48.5,0,Level 3
2024-12-05,9.6,47.0,73.8,22.2,0,Level 1
2024-12-06,18.1,346.0,87.0,47.2,1,Level 3
2024-12-07,22.2,342.0,59.8,30.9,1,Level 3
2024-12-08,22.0,15.0,94.5,34.5,1,Level 3
2024-12-09,30.5,338.0,37.3,32.9,1,Level 3
2024-12-10,36.3,53.0,72.6,50.0,1,Level 3
2024-12-11,8.5,24.0,98.2,20.3,0,Level 3
2024-12-12,23.2,284.0,79.1,43.9,1,Level 3
2024-12-13,24.2,202.0,46.2,33.4,0,Level 3
2024-12-14,26.0,399.0,54.8,40.9,1,Level 3
2024-12-15,27.0,60.0,63.6,0.3,1,Level 3
2024-12-16,9.0,198.0,75.6,19.4,1,Level 3
2024-12-17,5.6,224.0,39.0,18.7,1,Level 3
2024-12-18,36.4,310.0,57.1,19.0,0,Level 3
2024-12-19,30.1,432.0,61.5,24.0,0,Level 3
2024-12-20,6.1,290.0,62.7,30.4,1,Level 3
2024-12-21,3.5,382.0,85.0,35.9,0,Level 3
2024-12-22,27.6,122.0,94.2,3.0,1,Level 3
2024-12-23,22.8,467.0,48.1,5.1,1,Level 3
2024-12-24,3.1,142.0,44.6,40.2,1,Level 3
2024-12-25,19.0,270.0,44.9,30.5,0,Level 3
2024-12-26,10.1,207.0,29.8,9.1,0,Level 3
2024-12-27,29.4,341.0,34.5,26.3,1,Level 3
2024-12-28,14.0,284.0,40.5,48.1,1,Level 3
2024-12-29,23.2,242.0,84.5,27.5,0,Level 3
2024-12-30,21.3,476.0,68.1,41.0,1,Level 3
2024-12-31,15.7,442.0,38.2,10.6,1,Level 3
