date,temperature_C,air_quality_index,humidity_percent,wind_speed_kmh,rain,charging_level_required
2024-06-07,24.5,123.0,57.4,13.7,0,Level 1
2024-06-08,37.7,160.0,30.4,7.7,0,Level 2
2024-06-09,36.7,200.0,32.6,12.5,0,Level 2
2024-06-10,32.5,170.0,32.0,8.1,0,Level 2
2024-06-11,35.1,137.0,31.1,13.5,0,Level 2
2024-06-12,35.3,134.0,53.3,12.9,0,Level 2
2024-06-13,44.2,102.0,34.7,17.9,0,Level 3
2024-06-14,27.6,112.0,41.2,14.7,0,Level 2
2024-06-15,42.7,107.0,30.8,8.5,0,Level 3
2024-06-16,44.4,92.0,30.6,17.0,0,Level 3
2024-06-17,31.9,109.0,33.0,15.8,0,Level 2
2024-06-18,41.6,128.0,54.9,15.0,0,Level 2
2024-06-19,41.0,90.0,30.4,8.1,0,Level 2
2024-06-20,36.5,150.0,35.4,11.3,0,Level 2
2024-06-21,35.4,126.0,37.8,13.9,0,Level 2
2024-06-22,43.2,129.0,48.7,13.3,0,Level 3
2024-06-23,39.1,97.0,52.9,18.0,0,Level 2
2024-06-24,37.5,176.0,56.8,11.4,0,Level 2
2024-06-25,39.5,111.0,49.0,7.1,0,Level 2
2024-06-26,29.4,143.0,59.5,7.6,0,Level 2
2024-06-27,39.0,147.0,38.2,14.8,0,Level 2
2024-06-28,33.1,81.0,36.2,7.1,0,Level 2
2024-06-29,39.3,160.0,48.0,7.6,0,Level 2
2024-06-30,42.9,126.0,42.6,12.8,0,Level 3
2024-07-01,31.6,152.0,71.7,8.7,0,Level 2
2024-07-02,27.8,123.0,75.8,15.8,0,Level 2
2024-07-03,27.2,192.0,83.3,16.0,0,Level 2
2024-07-04,37.9,111.0,70.6,13.9,0,Level 2
2024-07-05,37.7,173.0,76.7,6.6,0,Level 2
2024-07-06,29.7,139.0,84.6,15.3,0,Level 2
2024-07-07,32.1,163.0,86.0,9.1,1,Level 3
2024-07-08,28.3,91.0,77.2,18.8,0,Level 2
2024-07-09,29.8,145.0,73.7,18.1,1,Level 3
2024-07-10,31.9,159.0,86.1,15.4,1,Level 3
2024-07-11,29.8,199.0,74.4,19.2,0,Level 2
2024-07-12,25.0,191.0,84.1,7.7,1,Level 3
2024-07-13,26.8,197.0,88.5,19.2,0,Level 2
2024-07-14,33.2,181.0,87.2,9.8,1,Level 3
2024-07-15,30.3,94.0,74.6,6.2,1,Level 3
2024-07-16,28.6,167.0,76.8,6.0,0,Level 2
2024-07-17,34.3,155.0,76.4,18.3,1,Level 3
2024-07-18,30.6,83.0,74.7,18.1,0,Level 2
2024-07-19,30.2,176.0,88.8,20.0,0,Level 2
2024-07-20,33.2,128.0,85.3,12.2,1,Level 3
2024-07-21,28.7,169.0,78.4,8.6,0,Level 2
2024-07-22,34.4,114.0,77.1,9.4,0,Level 2
2024-07-23,29.9,162.0,77.7,8.3,1,Level 3
2024-07-24,30.7,91.0,85.7,11.3,1,Level 3
2024-07-25,29.9,100.0,82.3,19.9,0,Level 2
2024-07-26,32.0,158.0,88.9,14.1,1,Level 3
2024-07-27,28.1,102.0,74.4,16.7,0,Level 2
2024-07-28,28.4,196.0,71.2,18.3,1,Level 3
2024-07-29,34.3,98.0,83.9,17.2,0,Level 2
2024-07-30,28.3,144.0,74.5,13.9,1,Level 3
2024-07-31,28.2,195.0,87.8,17.9,1,Level 3
2024-08-01,28.8,146.0,83.1,6.3,0,Level 2
2024-08-02,25.9,140.0,84.5,6.2,0,Level 2
2024-08-03,27.8,89.0,83.7,17.8,0,Level 2
2024-08-04,37.6,122.0,86.5,15.2,1,Level 3
2024-08-05,28.4,185.0,75.3,17.0,1,Level 3
2024-08-06,32.5,162.0,83.9,14.3,1,Level 3
2024-08-07,31.5,186.0,73.2,18.1,0,Level 2
2024-08-08,29.5,169.0,76.7,7.4,1,Level 3
2024-08-09,30.4,141.0,86.6,5.1,0,Level 2
2024-08-10,30.6,111.0,82.6,14.5,1,Level 3
2024-08-11,30.1,93.0,85.6,16.4,1,Level 3
2024-08-12,29.7,192.0,82.7,6.5,1,Level 3
2024-08-13,30.8,88.0,83.8,9.5,1,Level 3
2024-08-14,30.4,155.0,76.9,5.7,1,Level 3
2024-08-15,27.9,196.0,89.5,16.2,0,Level 2
2024-08-16,34.7,134.0,83.7,9.1,1,Level 3
2024-08-17,29.8,134.0,78.5,7.5,1,Level 3
2024-08-18,26.9,162.0,71.6,14.8,0,Level 2
2024-08-19,32.1,98.0,89.0,11.5,1,Level 3
2024-08-20,35.5,113.0,78.0,19.8,0,Level 2
2024-08-21,26.8,108.0,87.9,8.2,0,Level 2
2024-08-22,26.2,137.0,87.3,19.5,0,Level 2
2024-08-23,34.3,173.0,87.4,16.6,1,Level 3
2024-08-24,31.9,84.0,72.6,18.8,1,Level 3
2024-08-25,34.0,138.0,85.9,6.8,0,Level 2
2024-08-26,28.0,139.0,74.0,6.0,1,Level 3
2024-08-27,35.4,176.0,75.4,9.7,0,Level 2
2024-08-28,28.6,115.0,82.0,15.4,1,Level 3
2024-08-29,22.7,85.0,85.6,12.2,0,Level 1
2024-08-30,30.0,164.0,82.4,13.4,0,Level 2
2024-08-31,26.5,142.0,76.5,6.3,0,Level 2
2024-09-01,27.0,163.0,81.4,17.0,0,Level 2
2024-09-02,29.2,93.0,73.3,14.5,1,Level 3
2024-09-03,30.2,185.0,84.2,15.7,1,Level 3
2024-09-04,28.1,178.0,76.8,6.2,1,Level 3
2024-09-05,34.0,157.0,79.0,12.9,1,Level 3
2024-09-06,30.6,87.0,71.6,8.7,0,Level 2
2024-09-07,29.0,120.0,89.5,7.7,1,Level 3
2024-09-08,31.3,140.0,83.2,13.3,1,Level 3
2024-09-09,30.1,162.0,74.0,6.1,0,Level 2
2024-09-10,30.4,136.0,75.2,18.0,1,Level 3
2024-09-11,28.6,125.0,76.9,19.8,0,Level 2
2024-09-12,34.7,149.0,87.3,11.6,1,Level 3
2024-09-13,33.2,131.0,88.0,9.2,1,Level 3
2024-09-14,29.9,105.0,88.2,14.3,1,Level 3
2024-09-15,28.1,189.0,84.3,7.7,0,Level 2
2024-09-16,31.2,102.0,89.4,17.8,0,Level 2
2024-09-17,31.6,142.0,78.9,10.4,1,Level 3
2024-09-18,28.9,127.0,73.3,19.5,0,Level 2
2024-09-19,26.1,96.0,85.5,19.5,0,Level 2
2024-09-20,33.5,89.0,74.7,7.5,1,Level 3
2024-09-21,33.0,110.0,78.6,14.3,1,Level 3
2024-09-22,28.5,100.0,73.3,5.6,1,Level 3
2024-09-23,29.0,177.0,86.9,13.8,1,Level 3
2024-09-24,36.2,93.0,74.1,9.0,0,Level 2
2024-09-25,32.2,95.0,70.8,11.8,1,Level 3
2024-09-26,30.2,141.0,76.3,5.6,0,Level 2
2024-09-27,32.7,142.0,79.1,12.3,1,Level 3
2024-09-28,31.0,84.0,72.8,9.6,1,Level 3
2024-09-29,31.8,91.0,89.4,15.1,0,Level 2
2024-09-30,26.8,101.0,87.4,15.4,1,Level 3
2024-10-01,27.5,212.0,44.9,18.0,0,Level 2
2024-10-02,28.1,243.0,30.9,15.3,0,Level 3
2024-10-03,28.9,215.0,41.8,6.6,0,Level 2
2024-10-04,23.6,155.0,60.0,19.7,0,Level 1
2024-10-05,28.0,224.0,47.0,18.2,0,Level 3
2024-10-06,28.3,217.0,39.8,17.1,0,Level 2
2024-10-07,26.1,162.0,54.5,13.2,0,Level 2
2024-10-08,31.1,187.0,39.7,10.9,0,Level 2
2024-10-09,24.0,187.0,37.1,8.4,0,Level 1
2024-10-10,20.5,217.0,48.1,14.3,0,Level 1
2024-10-11,29.9,198.0,45.6,5.4,0,Level 2
2024-10-12,26.0,190.0,41.4,13.7,0,Level 2
2024-10-13,31.2,222.0,54.4,19.3,0,Level 3
2024-10-14,28.7,151.0,35.9,14.7,0,Level 2
2024-10-15,27.3,243.0,31.8,10.3,0,Level 3
2024-10-16,26.8,176.0,44.6,9.3,0,Level 2
2024-10-17,27.5,211.0,39.3,15.7,0,Level 2
2024-10-18,31.2,162.0,42.4,7.7,0,Level 2
2024-10-19,27.3,161.0,51.3,13.5,0,Level 2
2024-10-20,23.0,198.0,58.9,17.1,0,Level 1
2024-10-21,27.4,210.0,58.5,17.3,0,Level 2
2024-10-22,25.7,171.0,36.8,14.2,0,Level 2
2024-10-23,23.3,177.0,53.4,17.3,0,Level 1
2024-10-24,24.9,160.0,50.0,14.4,0,Level 1
2024-10-25,23.4,236.0,52.1,8.3,0,Level 3
2024-10-26,27.9,214.0,30.7,14.1,0,Level 2
2024-10-27,25.3,200.0,47.8,19.8,0,Level 2
2024-10-28,22.9,190.0,50.9,11.4,0,Level 1
2024-10-29,28.7,158.0,38.2,6.3,0,Level 2
2024-10-30,31.9,182.0,35.8,8.4,0,Level 2
2024-10-31,27.1,230.0,32.0,8.5,0,Level 3
2024-11-01,24.7,215.0,56.4,13.0,0,Level 1
2024-11-02,30.7,216.0,59.8,13.4,0,Level 2
2024-11-03,23.4,156.0,44.0,13.4,0,Level 1
2024-11-04,28.6,204.0,36.0,6.5,0,Level 2
2024-11-05,24.2,185.0,52.7,15.0,0,Level 1
2024-11-06,23.7,243.0,59.8,13.1,0,Level 3
2024-11-07,26.1,212.0,45.6,6.3,0,Level 2
2024-11-08,27.4,221.0,53.5,5.5,0,Level 3
2024-11-09,26.5,186.0,37.9,6.3,0,Level 2
2024-11-10,21.5,195.0,41.9,14.0,0,Level 1
2024-11-11,28.5,200.0,57.6,19.9,0,Level 2
2024-11-12,27.2,238.0,41.4,18.0,0,Level 3
2024-11-13,26.7,180.0,53.7,6.2,0,Level 2
2024-11-14,28.6,248.0,40.4,14.6,0,Level 3
2024-11-15,24.3,236.0,34.0,18.8,0,Level 3
2024-11-16,31.2,200.0,35.2,11.0,0,Level 2
2024-11-17,28.7,157.0,41.0,5.4,0,Level 2
2024-11-18,27.2,193.0,59.0,9.7,0,Level 2
2024-11-19,28.6,161.0,43.2,14.6,0,Level 2
2024-11-20,31.6,156.0,34.6,16.7,0,Level 2
2024-11-21,30.7,249.0,31.7,5.9,0,Level 3
2024-11-22,25.2,156.0,50.8,12.6,1,Level 3
2024-11-23,26.1,212.0,54.4,9.6,0,Level 2
2024-11-24,19.3,239.0,33.9,11.7,0,Level 3
2024-11-25,29.8,191.0,41.0,17.4,0,Level 2
2024-11-26,25.3,176.0,30.6,16.4,0,Level 2
2024-11-27,19.2,172.0,46.1,5.2,0,Level 1
2024-11-28,27.0,205.0,33.3,11.8,0,Level 2
2024-11-29,28.7,199.0,32.9,7.3,0,Level 2
2024-11-30,26.5,189.0,41.3,11.9,0,Level 2
2024-12-01,22.8,246.0,56.8,16.8,0,Level 3
2024-12-02,13.6,234.0,37.6,5.6,0,Level 3
2024-12-03,23.3,214.0,43.8,14.9,0,Level 1
2024-12-04,21.2,202.0,32.0,7.3,0,Level 1
2024-12-05,22.2,218.0,45.4,5.6,0,Level 1
2024-12-06,14.5,151.0,32.1,19.3,0,Level 1
2024-12-07,16.7,180.0,40.6,10.2,0,Level 1
2024-12-08,11.8,160.0,35.2,14.9,0,Level 1
2024-12-09,18.1,152.0,38.0,6.2,0,Level 1
2024-12-10,20.0,188.0,48.7,8.1,0,Level 1
2024-12-11,13.0,227.0,48.5,14.7,0,Level 3
2024-12-12,13.4,210.0,59.4,13.7,0,Level 1
2024-12-13,19.7,216.0,54.4,6.9,0,Level 1
2024-12-14,11.8,211.0,43.2,19.1,0,Level 1
2024-12-15,8.1,170.0,33.6,18.3,0,Level 1
2024-12-16,19.4,235.0,55.8,18.8,0,Level 3
2024-12-17,13.7,196.0,52.7,17.6,0,Level 1
2024-12-18,18.7,205.0,35.3,19.8,0,Level 1
2024-12-19,20.7,166.0,31.3,7.0,0,Level 1
2024-12-20,13.9,234.0,45.2,16.0,0,Level 3
2024-12-21,18.3,201.0,47.7,9.5,0,Level 1
2024-12-22,19.0,226.0,49.1,7.4,0,Level 3
2024-12-23,17.5,175.0,30.3,15.9,1,Level 3
2024-12-24,15.2,170.0,54.0,13.3,0,Level 1
2024-12-25,12.6,169.0,48.5,10.3,0,Level 1
2024-12-26,15.5,154.0,52.8,16.2,0,Level 1
2024-12-27,16.1,187.0,58.7,9.9,0,Level 1
2024-12-28,18.9,187.0,59.9,11.7,0,Level 1
2024-12-29,14.5,209.0,56.6,10.9,0,Level 1
2024-12-30,9.9,159.0,53.8,13.8,0,Level 1
2024-12-31,21.1,156.0,49.3,13.7,0,Level 1
