date,temperature_C,air_quality_index,humidity_percent,wind_speed_kmh,rain,charging_level_required
2024-02-15,17.9,239.0,20.5,11.4,0,Level 1
2024-02-16,12.6,148.0,45.5,7.5,0,Level 1
2024-02-17,9.9,204.0,48.1,13.6,0,Level 1
2024-02-18,16.2,211.0,46.3,15.5,0,Level 1
2024-02-19,11.4,144.0,30.8,17.1,0,Level 1
2024-02-20,18.1,197.0,43.9,15.5,0,Level 1
2024-02-21,31.4,151.0,46.7,10.6,0,Level 2
2024-02-22,14.1,181.0,34.0,9.3,0,Level 1
2024-02-23,16.3,106.0,20.9,17.3,0,Level 1
2024-02-24,16.3,132.0,43.1,14.3,0,Level 1
2024-02-25,11.7,180.0,21.6,13.1,0,Level 1
2024-02-26,7.9,141.0,43.9,11.6,0,Level 1
2024-02-27,16.7,244.0,20.8,17.5,0,Level 1
2024-02-28,11.2,138.0,24.7,13.2,0,Level 1
2024-02-29,14.7,142.0,39.8,19.3,0,Level 1
2024-03-01,50.6,137.0,32.6,10.3,0,Level 3
2024-03-02,45.2,117.0,20.4,5.7,0,Level 3
2024-03-03,42.2,115.0,34.2,12.4,0,Level 3
2024-03-04,43.9,165.0,25.2,11.0,0,Level 3
2024-03-05,37.8,194.0,31.2,12.5,0,Level 2
2024-03-06,40.7,124.0,39.8,6.1,0,Level 2
2024-03-07,40.3,186.0,48.2,10.8,0,Level 2
2024-03-08,38.1,182.0,33.7,19.1,0,Level 2
2024-03-09,41.4,148.0,22.1,17.7,0,Level 2
2024-03-10,36.9,142.0,44.4,6.8,0,Level 2
2024-03-11,44.5,221.0,42.1,9.2,0,Level 3
2024-03-12,41.5,221.0,42.5,19.9,0,Level 2
2024-03-13,46.4,240.0,30.2,17.9,0,Level 3
2024-03-14,37.0,213.0,42.5,6.5,0,Level 2
2024-03-15,46.5,234.0,29.6,10.8,0,Level 3
2024-03-16,40.1,114.0,47.2,9.8,0,Level 2
2024-03-17,40.5,167.0,39.0,9.4,0,Level 2
2024-03-18,43.0,213.0,40.2,16.9,0,Level 3
2024-03-19,39.9,182.0,21.7,11.6,0,Level 2
2024-03-20,35.5,118.0,30.5,7.1,0,Level 2
2024-03-21,35.9,205.0,22.5,6.1,0,Level 2
2024-03-22,41.2,112.0,41.2,6.3,1,Level 3
2024-03-23,32.8,242.0,44.4,19.8,0,Level 2
2024-03-24,33.0,113.0,31.3,16.7,0,Level 2
2024-03-25,44.3,174.0,23.3,5.2,0,Level 3
2024-03-26,39.2,118.0,21.7,6.8,0,Level 2
2024-03-27,42.6,156.0,48.9,9.3,0,Level 3
2024-03-28,47.7,244.0,26.7,5.2,0,Level 3
2024-03-29,41.1,183.0,22.2,19.5,0,Level 2
2024-03-30,40.1,204.0,38.9,11.8,0,Level 2
2024-03-31,44.4,142.0,21.4,19.3,0,Level 3
2024-04-01,40.9,193.0,33.7,9.2,0,Level 2
2024-04-02,29.4,112.0,37.5,19.6,1,Level 3
2024-04-03,37.4,180.0,40.9,9.6,0,Level 2
2024-04-04,35.5,223.0,47.3,19.2,0,Level 2
2024-04-05,42.5,163.0,38.4,19.0,0,Level 3
2024-04-06,45.9,123.0,49.6,13.9,0,Level 3
2024-04-07,37.7,226.0,49.1,17.6,0,Level 2
2024-04-08,32.0,230.0,21.7,17.2,1,Level 3
2024-04-09,37.0,183.0,49.9,16.5,0,Level 2
2024-04-10,37.7,119.0,33.5,19.3,0,Level 2
2024-04-11,43.1,201.0,26.9,14.3,0,Level 3
2024-04-12,41.7,216.0,35.6,12.8,0,Level 2
2024-04-13,36.3,184.0,36.6,18.1,0,Level 2
2024-04-14,43.2,132.0,41.1,7.0,0,Level 3
2024-04-15,46.8,188.0,30.5,10.9,0,Level 3
2024-04-16,38.7,218.0,35.4,10.9,0,Level 2
2024-04-17,43.6,242.0,45.9,7.2,0,Level 3
2024-04-18,31.5,247.0,33.8,12.4,0,Level 2
2024-04-19,39.7,136.0,39.0,6.1,0,Level 2
2024-04-20,41.8,152.0,25.5,18.5,0,Level 2
2024-04-21,35.3,126.0,40.0,7.9,0,Level 2
2024-04-22,37.3,113.0,25.3,6.8,0,Level 2
2024-04-23,36.0,155.0,26.2,12.6,0,Level 2
2024-04-24,36.5,238.0,46.2,5.9,0,Level 2
2024-04-25,41.1,212.0,44.2,7.8,0,Level 2
2024-04-26,38.6,155.0,38.5,11.9,0,Level 2
2024-04-27,28.5,138.0,21.1,15.7,0,Level 2
2024-04-28,55.4,167.0,23.2,13.0,0,Level 3
2024-04-29,45.6,157.0,28.1,5.3,0,Level 3
2024-04-30,36.8,234.0,23.6,13.9,0,Level 2
2024-05-01,34.6,175.0,43.7,6.3,0,Level 2
2024-05-02,47.6,119.0,32.9,9.3,0,Level 3
2024-05-03,42.7,186.0,39.4,10.3,1,Level 3
2024-05-04,33.0,123.0,23.1,8.7,0,Level 2
2024-05-05,42.8,143.0,25.6,7.6,0,Level 3
2024-05-06,40.2,247.0,32.3,6.7,0,Level 2
2024-05-07,35.8,230.0,49.1,17.3,0,Level 2
2024-05-08,42.5,184.0,47.9,13.6,0,Level 3
2024-05-09,35.1,128.0,43.1,9.9,0,Level 2
2024-05-10,31.9,192.0,23.4,9.3,0,Level 2
2024-05-11,40.2,172.0,24.6,13.0,0,Level 2
2024-05-12,35.7,248.0,21.9,9.8,0,Level 2
2024-05-13,38.1,202.0,27.6,16.4,0,Level 2
2024-05-14,27.6,239.0,30.5,17.5,0,Level 2
2024-05-15,36.0,210.0,23.7,19.1,0,Level 2
2024-05-16,40.4,226.0,37.2,7.1,0,Level 2
2024-05-17,39.2,125.0,26.0,7.5,0,Level 2
2024-05-18,41.4,232.0,30.8,10.9,0,Level 2
2024-05-19,50.4,157.0,33.2,11.9,0,Level 3
2024-05-20,40.1,235.0,27.0,10.8,0,Level 2
2024-05-21,48.4,194.0,47.2,6.8,0,Level 3
2024-05-22,32.6,219.0,24.2,14.3,0,Level 2
2024-05-23,45.7,218.0,46.8,7.3,0,Level 3
2024-05-24,44.2,185.0,21.0,16.4,0,Level 3
2024-05-25,35.7,223.0,30.3,6.7,0,Level 2
2024-05-26,38.7,122.0,43.9,8.4,0,Level 2
2024-05-27,35.1,196.0,41.6,15.4,0,Level 2
2024-05-28,36.1,236.0,25.4,13.8,0,Level 2
2024-05-29,33.8,242.0,33.9,7.3,0,Level 2
2024-05-30,52.2,231.0,20.5,19.0,0,Level 3
2024-05-31,40.6,238.0,40.9,15.6,0,Level 2
2024-06-01,49.4,210.0,32.7,19.0,0,Level 3
2024-06-02,46.7,117.0,33.5,19.8,0,Level 3
2024-06-03,40.3,160.0,37.7,5.8,0,Level 2
2024-06-04,45.5,101.0,44.1,10.0,0,Level 3
2024-06-05,44.1,152.0,30.4,16.1,0,Level 3
2024-06-06,40.4,168.0,26.7,7.1,0,Level 2
2024-06-07,26.5,154.0,47.4,13.7,0,Level 2
2024-06-08,39.7,200.0,20.4,7.7,0,Level 2
2024-06-09,38.7,250.0,22.6,12.5,0,Level 2
2024-06-10,34.5,212.0,22.0,8.1,0,Level 2
2024-06-11,37.1,171.0,21.1,13.5,0,Level 2
2024-06-12,37.3,168.0,43.3,12.9,0,Level 2
2024-06-13,46.2,127.0,24.7,17.9,0,Level 3
2024-06-14,29.6,141.0,31.2,14.7,0,Level 2
2024-06-15,44.7,133.0,20.8,8.5,0,Level 3
2024-06-16,46.4,116.0,20.6,17.0,0,Level 3
2024-06-17,33.9,136.0,23.0,15.8,0,Level 2
2024-06-18,43.6,160.0,44.9,15.0,0,Level 3
2024-06-19,43.0,113.0,20.4,8.1,0,Level 3
2024-06-20,38.5,187.0,25.4,11.3,0,Level 2
2024-06-21,37.4,157.0,27.8,13.9,0,Level 2
2024-06-22,45.2,161.0,38.7,13.3,0,Level 3
2024-06-23,41.1,121.0,42.9,18.0,0,Level 2
2024-06-24,39.5,220.0,46.8,11.4,0,Level 2
2024-06-25,41.5,139.0,39.0,7.1,0,Level 2
2024-06-26,31.4,179.0,49.5,7.6,0,Level 2
2024-06-27,41.0,183.0,28.2,14.8,0,Level 2
2024-06-28,35.1,102.0,26.2,7.1,0,Level 2
2024-06-29,41.3,200.0,38.0,7.6,0,Level 2
2024-06-30,44.9,157.0,32.6,12.8,0,Level 3
2024-07-01,31.6,190.0,62.1,8.7,0,Level 2
2024-07-02,27.8,153.0,67.2,15.8,0,Level 2
2024-07-03,27.2,241.0,76.6,16.0,0,Level 2
2024-07-04,37.9,139.0,60.8,13.9,0,Level 2
2024-07-05,37.7,216.0,68.4,6.6,0,Level 2
2024-07-06,29.7,174.0,78.2,15.3,0,Level 2
2024-07-07,32.1,204.0,80.0,9.1,1,Level 3
2024-07-08,28.3,114.0,69.0,18.8,0,Level 2
2024-07-09,29.8,181.0,64.6,18.1,1,Level 3
2024-07-10,31.9,199.0,80.2,15.4,1,Level 3
2024-07-11,29.8,248.0,65.5,19.2,0,Level 2
2024-07-12,25.0,239.0,77.6,7.7,1,Level 3
2024-07-13,26.8,246.0,83.1,19.2,0,Level 2
2024-07-14,33.2,227.0,81.6,9.8,1,Level 3
2024-07-15,30.3,118.0,65.8,6.2,1,Level 3
2024-07-16,28.6,209.0,68.5,6.0,0,Level 2
2024-07-17,34.3,194.0,68.0,18.3,1,Level 3
2024-07-18,30.6,104.0,65.8,18.1,0,Level 2
2024-07-19,30.2,220.0,83.5,20.0,0,Level 2
2024-07-20,33.2,160.0,79.2,12.2,1,Level 3
2024-07-21,28.7,211.0,70.5,8.6,0,Level 2
2024-07-22,34.4,143.0,68.9,9.4,0,Level 2
2024-07-23,29.9,202.0,69.6,8.3,1,Level 3
2024-07-24,30.7,113.0,79.7,11.3,1,Level 3
2024-07-25,29.9,125.0,75.3,19.9,0,Level 2
2024-07-26,32.0,197.0,83.6,14.1,0,Level 2
2024-07-27,28.1,128.0,65.5,16.7,0,Level 2
2024-07-28,28.4,245.0,61.4,18.3,1,Level 3
2024-07-29,34.3,123.0,77.4,17.2,0,Level 2
2024-07-30,28.3,181.0,65.6,13.9,1,Level 3
2024-07-31,28.2,243.0,82.2,17.9,1,Level 3
2024-08-01,28.8,183.0,76.4,6.3,0,Level 2
2024-08-02,25.9,174.0,78.1,6.2,0,Level 2
2024-08-03,27.8,111.0,77.1,17.8,0,Level 2
2024-08-04,37.6,152.0,80.6,15.2,1,Level 3
2024-08-05,28.4,232.0,66.7,17.0,1,Level 3
2024-08-06,32.5,202.0,77.4,14.3,1,Level 3
2024-08-07,31.5,232.0,64.0,18.1,0,Level 2
2024-08-08,29.5,212.0,68.4,7.4,1,Level 3
2024-08-09,30.4,176.0,80.8,5.1,0,Level 2
2024-08-10,30.6,139.0,75.8,14.5,0,Level 2
2024-08-11,30.1,116.0,79.5,16.4,0,Level 2
2024-08-12,29.7,240.0,75.8,6.5,1,Level 3
2024-08-13,30.8,110.0,77.2,9.5,1,Level 3
2024-08-14,30.4,193.0,68.6,5.7,1,Level 3
2024-08-15,27.9,245.0,84.3,16.2,0,Level 2
2024-08-16,34.7,167.0,77.1,9.1,1,Level 3
2024-08-17,29.8,168.0,70.7,7.5,1,Level 3
2024-08-18,26.9,202.0,62.1,14.8,0,Level 2
2024-08-19,32.1,123.0,83.8,11.5,1,Level 3
2024-08-20,35.5,141.0,69.9,19.8,0,Level 2
2024-08-21,26.8,134.0,82.4,8.2,0,Level 2
2024-08-22,26.2,171.0,81.6,19.5,0,Level 2
2024-08-23,34.3,216.0,81.7,16.6,1,Level 3
2024-08-24,31.9,105.0,63.3,18.8,1,Level 3
2024-08-25,34.0,172.0,79.9,6.8,0,Level 2
2024-08-26,28.0,174.0,65.0,6.0,1,Level 3
2024-08-27,35.4,220.0,66.7,9.7,0,Level 2
2024-08-28,28.6,144.0,75.0,15.4,1,Level 3
2024-08-29,22.7,106.0,79.5,12.2,0,Level 1
2024-08-30,30.0,205.0,75.5,13.4,0,Level 2
2024-08-31,26.5,178.0,68.2,6.3,0,Level 2
2024-09-01,27.0,203.0,74.2,17.0,0,Level 2
2024-09-02,29.2,116.0,64.2,14.5,1,Level 3
2024-09-03,30.2,231.0,77.7,15.7,1,Level 3
2024-09-04,28.1,222.0,68.5,6.2,1,Level 3
2024-09-05,34.0,197.0,71.3,12.9,1,Level 3
2024-09-06,30.6,109.0,62.0,8.7,0,Level 2
2024-09-07,29.0,151.0,84.4,7.7,1,Level 3
2024-09-08,31.3,175.0,76.5,13.3,1,Level 3
2024-09-09,30.1,202.0,65.0,6.1,0,Level 2
2024-09-10,30.4,169.0,66.4,18.0,1,Level 3
2024-09-11,28.6,156.0,68.6,19.8,0,Level 2
2024-09-12,34.7,187.0,81.7,11.6,1,Level 3
2024-09-13,33.2,163.0,82.5,9.2,1,Level 3
2024-09-14,29.9,132.0,82.8,14.3,1,Level 3
2024-09-15,28.1,236.0,77.9,7.7,0,Level 2
2024-09-16,31.2,127.0,84.3,17.8,0,Level 2
2024-09-17,31.6,177.0,71.1,10.4,1,Level 3
2024-09-18,28.9,159.0,64.1,19.5,0,Level 2
2024-09-19,26.1,120.0,79.3,19.5,0,Level 2
2024-09-20,33.5,111.0,65.9,7.5,0,Level 2
2024-09-21,33.0,137.0,70.8,14.3,1,Level 3
2024-09-22,28.5,125.0,64.2,5.6,1,Level 3
2024-09-23,29.0,221.0,81.1,13.8,1,Level 3
2024-09-24,36.2,117.0,65.1,9.0,0,Level 2
2024-09-25,32.2,118.0,61.0,11.8,1,Level 3
2024-09-26,30.2,176.0,67.9,5.6,0,Level 2
2024-09-27,32.7,177.0,71.4,12.3,1,Level 3
2024-09-28,31.0,104.0,63.5,9.6,1,Level 3
2024-09-29,31.8,114.0,84.2,15.1,0,Level 2
2024-09-30,26.8,127.0,81.7,15.4,1,Level 3
2024-10-01,28.5,293.0,34.9,18.0,0,Level 2
2024-10-02,29.1,340.0,20.9,15.3,0,Level 3
2024-10-03,29.9,298.0,31.8,6.6,0,Level 2
2024-10-04,24.6,207.0,50.0,19.7,0,Level 1
2024-10-05,29.0,311.0,37.0,18.2,0,Level 3
2024-10-06,29.3,300.0,29.8,17.1,0,Level 3
2024-10-07,27.1,218.0,44.5,13.2,0,Level 2
2024-10-08,32.1,255.0,29.7,10.9,0,Level 2
2024-10-09,25.0,256.0,27.1,8.4,0,Level 2
2024-10-10,21.5,300.0,38.1,14.3,0,Level 3
2024-10-11,30.9,272.0,35.6,5.4,0,Level 2
2024-10-12,27.0,260.0,31.4,13.7,0,Level 2
2024-10-13,32.2,308.0,44.4,19.3,0,Level 3
2024-10-14,29.7,201.0,25.9,14.7,0,Level 2
2024-10-15,28.3,340.0,21.8,10.3,0,Level 3
2024-10-16,27.8,239.0,34.6,9.3,0,Level 2
2024-10-17,28.5,292.0,29.3,15.7,0,Level 2
2024-10-18,32.2,218.0,32.4,7.7,0,Level 2
2024-10-19,28.3,216.0,41.3,13.5,0,Level 2
2024-10-20,24.0,273.0,48.9,17.1,0,Level 1
2024-10-21,28.4,290.0,48.5,17.3,0,Level 2
2024-10-22,26.7,232.0,26.8,14.2,0,Level 2
2024-10-23,24.3,241.0,43.4,17.3,0,Level 1
2024-10-24,25.9,214.0,40.0,14.4,0,Level 2
2024-10-25,24.4,329.0,42.1,8.3,0,Level 3
2024-10-26,28.9,296.0,20.7,14.1,0,Level 2
2024-10-27,26.3,275.0,37.8,19.8,0,Level 2
2024-10-28,23.9,261.0,40.9,11.4,0,Level 1
2024-10-29,29.7,212.0,28.2,6.3,0,Level 2
2024-10-30,32.9,249.0,25.8,8.4,0,Level 2
2024-10-31,28.1,320.0,22.0,8.5,0,Level 3
2024-11-01,25.7,298.0,46.4,13.0,0,Level 2
2024-11-02,31.7,299.0,49.8,13.4,0,Level 2
2024-11-03,24.4,209.0,34.0,13.4,0,Level 1
2024-11-04,29.6,280.0,26.0,6.5,0,Level 2
2024-11-05,25.2,252.0,42.7,15.0,0,Level 2
2024-11-06,24.7,339.0,49.8,13.1,0,Level 3
2024-11-07,27.1,294.0,35.6,6.3,0,Level 2
2024-11-08,28.4,306.0,43.5,5.5,0,Level 3
2024-11-09,27.5,254.0,27.9,6.3,0,Level 2
2024-11-10,22.5,267.0,31.9,14.0,0,Level 1
2024-11-11,29.5,275.0,47.6,19.9,0,Level 2
2024-11-12,28.2,332.0,31.4,18.0,0,Level 3
2024-11-13,27.7,246.0,43.7,6.2,0,Level 2
2024-11-14,29.6,346.0,30.4,14.6,0,Level 3
2024-11-15,25.3,329.0,24.0,18.8,0,Level 3
2024-11-16,32.2,275.0,25.2,11.0,0,Level 2
2024-11-17,29.7,210.0,31.0,5.4,0,Level 2
2024-11-18,28.2,265.0,49.0,9.7,0,Level 2
2024-11-19,29.6,216.0,33.2,14.6,0,Level 2
2024-11-20,32.6,209.0,24.6,16.7,0,Level 2
2024-11-21,31.7,349.0,21.7,5.9,0,Level 3
2024-11-22,26.2,209.0,40.8,12.6,1,Level 3
2024-11-23,27.1,292.0,44.4,9.6,0,Level 2
2024-11-24,20.3,333.0,23.9,11.7,0,Level 3
2024-11-25,30.8,262.0,31.0,17.4,0,Level 2
2024-11-26,26.3,239.0,20.6,16.4,0,Level 2
2024-11-27,20.2,232.0,36.1,5.2,0,Level 1
2024-11-28,28.0,282.0,23.3,11.8,0,Level 2
2024-11-29,29.7,273.0,22.9,7.3,0,Level 2
2024-11-30,27.5,259.0,31.3,11.9,0,Level 2
2024-12-01,22.8,343.0,46.8,16.8,0,Level 3
2024-12-02,13.6,326.0,27.6,5.6,0,Level 3
2024-12-03,23.3,296.0,33.8,14.9,0,Level 1
2024-12-04,21.2,278.0,22.0,7.3,0,Level 1
2024-12-05,22.2,302.0,35.4,5.6,0,Level 3
2024-12-06,14.5,202.0,22.1,19.3,0,Level 1
2024-12-07,16.7,244.0,30.6,10.2,0,Level 1
2024-12-08,11.8,215.0,25.2,14.9,0,Level 1
2024-12-09,18.1,203.0,28.0,6.2,0,Level 1
2024-12-10,20.0,257.0,38.7,8.1,0,Level 1
2024-12-11,13.0,316.0,38.5,14.7,0,Level 3
2024-12-12,13.4,290.0,49.4,13.7,0,Level 1
2024-12-13,19.7,298.0,44.4,6.9,0,Level 1
2024-12-14,11.8,292.0,33.2,19.1,0,Level 1
2024-12-15,8.1,230.0,23.6,18.3,0,Level 1
2024-12-16,19.4,327.0,45.8,18.8,0,Level 3
2024-12-17,13.7,269.0,42.7,17.6,0,Level 1
2024-12-18,18.7,282.0,25.3,19.8,0,Level 1
2024-12-19,20.7,225.0,21.3,7.0,0,Level 1
2024-12-20,13.9,326.0,35.2,16.0,0,Level 3
2024-12-21,18.3,276.0,37.7,9.5,0,Level 1
2024-12-22,19.0,314.0,39.1,7.4,0,Level 3
2024-12-23,17.5,237.0,20.3,15.9,1,Level 3
2024-12-24,15.2,231.0,44.0,13.3,0,Level 1
2024-12-25,12.6,228.0,38.5,10.3,0,Level 1
2024-12-26,15.5,205.0,42.8,16.2,0,Level 1
2024-12-27,16.1,255.0,48.7,9.9,0,Level 1
2024-12-28,18.9,255.0,49.9,11.7,0,Level 1
2024-12-29,14.5,289.0,46.6,10.9,0,Level 1
2024-12-30,9.9,214.0,43.8,13.8,0,Level 1
2024-12-31,21.1,210.0,39.3,13.7,0,Level 1
