date,temperature_C,air_quality_index,humidity_percent,wind_speed_kmh,rain,charging_level_required
2024-03-05,38.2,155.0,41.2,12.5,0,Level 2
2024-03-06,40.5,100.0,49.8,6.1,0,Level 2
2024-03-07,40.3,149.0,58.2,10.8,0,Level 2
2024-03-08,38.5,145.0,43.7,19.1,0,Level 2
2024-03-09,41.1,118.0,32.1,17.7,0,Level 2
2024-03-10,37.5,114.0,54.4,6.8,0,Level 2
2024-03-11,43.6,176.0,52.1,9.2,0,Level 3
2024-03-12,41.2,177.0,52.5,19.9,0,Level 2
2024-03-13,45.1,192.0,40.2,17.9,0,Level 3
2024-03-14,37.6,171.0,52.5,6.5,0,Level 2
2024-03-15,45.2,187.0,39.6,10.8,0,Level 3
2024-03-16,40.1,91.0,57.2,9.8,0,Level 2
2024-03-17,40.4,134.0,49.0,9.4,0,Level 2
2024-03-18,42.4,170.0,50.2,16.9,0,Level 3
2024-03-19,40.0,146.0,31.7,11.6,0,Level 2
2024-03-20,36.4,94.0,40.5,7.1,0,Level 2
2024-03-21,36.7,164.0,32.5,6.1,0,Level 2
2024-03-22,41.0,90.0,51.2,6.3,1,Level 3
2024-03-23,34.2,194.0,54.4,19.8,0,Level 2
2024-03-24,34.4,90.0,41.3,16.7,0,Level 2
2024-03-25,43.4,139.0,33.3,5.2,0,Level 3
2024-03-26,39.4,94.0,31.7,6.8,0,Level 2
2024-03-27,42.1,125.0,58.9,9.3,0,Level 3
2024-03-28,46.1,196.0,36.7,5.2,0,Level 3
2024-03-29,40.9,146.0,32.2,19.5,0,Level 2
2024-03-30,40.1,163.0,48.9,11.8,0,Level 2
2024-03-31,43.5,114.0,31.4,19.3,0,Level 3
2024-04-01,40.7,154.0,43.7,9.2,0,Level 2
2024-04-02,31.5,89.0,47.5,19.6,1,Level 3
2024-04-03,37.9,144.0,50.9,9.6,0,Level 2
2024-04-04,36.4,179.0,57.3,19.2,0,Level 2
2024-04-05,42.0,130.0,48.4,19.0,0,Level 2
2024-04-06,44.7,98.0,59.6,13.9,0,Level 3
2024-04-07,38.1,181.0,59.1,17.6,0,Level 2
2024-04-08,33.6,184.0,31.7,17.2,1,Level 3
2024-04-09,37.6,147.0,59.9,16.5,0,Level 2
2024-04-10,38.2,95.0,43.5,19.3,0,Level 2
2024-04-11,42.5,161.0,36.9,14.3,0,Level 3
2024-04-12,41.3,173.0,45.6,12.8,0,Level 2
2024-04-13,37.0,147.0,46.6,18.1,0,Level 2
2024-04-14,42.6,106.0,51.1,7.0,0,Level 3
2024-04-15,45.5,151.0,40.5,10.9,0,Level 3
2024-04-16,38.9,174.0,45.4,10.9,0,Level 2
2024-04-17,42.9,194.0,55.9,7.2,0,Level 3
2024-04-18,33.2,198.0,43.8,12.4,0,Level 2
2024-04-19,39.8,109.0,49.0,6.1,0,Level 2
2024-04-20,41.5,121.0,35.5,18.5,0,Level 2
2024-04-21,36.2,101.0,50.0,7.9,0,Level 2
2024-04-22,37.9,91.0,35.3,6.8,0,Level 2
2024-04-23,36.8,124.0,36.2,12.6,0,Level 2
2024-04-24,37.2,191.0,56.2,5.9,0,Level 2
2024-04-25,40.9,170.0,54.2,7.8,0,Level 2
2024-04-26,38.9,124.0,48.5,11.9,0,Level 2
2024-04-27,30.8,110.0,31.1,15.7,0,Level 2
2024-04-28,52.3,134.0,33.2,13.0,0,Level 3
2024-04-29,44.5,125.0,38.1,5.3,0,Level 3
2024-04-30,37.4,187.0,33.6,13.9,0,Level 2
2024-05-01,35.7,140.0,53.7,6.3,0,Level 2
2024-05-02,46.1,95.0,42.9,9.3,0,Level 3
2024-05-03,42.2,148.0,49.4,10.3,1,Level 3
2024-05-04,34.4,98.0,33.1,8.7,0,Level 2
2024-05-05,42.3,114.0,35.6,7.6,0,Level 3
2024-05-06,40.2,198.0,42.3,6.7,0,Level 2
2024-05-07,36.7,184.0,59.1,17.3,0,Level 2
2024-05-08,42.0,147.0,57.9,13.6,0,Level 3
2024-05-09,36.1,102.0,53.1,9.9,0,Level 2
2024-05-10,33.5,153.0,33.4,9.3,0,Level 2
2024-05-11,40.2,138.0,34.6,13.0,0,Level 2
2024-05-12,36.6,199.0,31.9,9.8,0,Level 2
2024-05-13,38.5,162.0,37.6,16.4,0,Level 2
2024-05-14,30.1,192.0,40.5,17.5,0,Level 2
2024-05-15,36.8,168.0,33.7,19.1,0,Level 2
2024-05-16,40.3,181.0,47.2,7.1,0,Level 2
2024-05-17,39.4,100.0,36.0,7.5,0,Level 2
2024-05-18,41.2,185.0,40.8,10.9,0,Level 2
2024-05-19,48.3,125.0,43.2,11.9,0,Level 3
2024-05-20,40.1,188.0,37.0,10.8,0,Level 2
2024-05-21,46.7,155.0,57.2,6.8,0,Level 3
2024-05-22,34.1,175.0,34.2,14.3,0,Level 2
2024-05-23,44.6,175.0,56.8,7.3,0,Level 3
2024-05-24,43.3,148.0,31.0,16.4,0,Level 3
2024-05-25,36.6,179.0,40.3,6.7,0,Level 2
2024-05-26,38.9,98.0,53.9,8.4,0,Level 2
2024-05-27,36.1,157.0,51.6,15.4,0,Level 2
2024-05-28,36.9,189.0,35.4,13.8,0,Level 2
2024-05-29,35.0,194.0,43.9,7.3,0,Level 2
2024-05-30,49.8,185.0,30.5,19.0,0,Level 3
2024-05-31,40.5,191.0,50.9,15.6,0,Level 2
2024-06-01,47.5,168.0,42.7,19.0,0,Level 3
2024-06-02,45.4,94.0,43.5,19.8,0,Level 3
2024-06-03,40.2,128.0,47.7,5.8,0,Level 2
2024-06-04,44.4,81.0,54.1,10.0,0,Level 3
2024-06-05,43.3,122.0,40.4,16.1,0,Level 3
2024-06-06,40.3,134.0,36.7,7.1,0,Level 2
2024-06-07,29.2,123.0,57.4,13.7,0,Level 2
2024-06-08,39.8,160.0,30.4,7.7,0,Level 2
2024-06-09,38.9,200.0,32.6,12.5,0,Level 2
2024-06-10,35.6,170.0,32.0,8.1,0,Level 2
2024-06-11,37.7,137.0,31.1,13.5,0,Level 2
2024-06-12,37.8,134.0,53.3,12.9,0,Level 2
2024-06-13,45.0,102.0,34.7,17.9,0,Level 3
2024-06-14,31.7,112.0,41.2,14.7,0,Level 2
2024-06-15,43.7,107.0,30.8,8.5,0,Level 3
2024-06-16,45.1,92.0,30.6,17.0,0,Level 3
2024-06-17,35.1,109.0,33.0,15.8,0,Level 2
2024-06-18,42.9,128.0,54.9,15.0,0,Level 3
2024-06-19,42.4,90.0,30.4,8.1,0,Level 3
2024-06-20,38.8,150.0,35.4,11.3,0,Level 2
2024-06-21,37.9,126.0,37.8,13.9,0,Level 2
2024-06-22,44.2,129.0,48.7,13.3,0,Level 3
2024-06-23,40.8,97.0,52.9,18.0,0,Level 2
2024-06-24,39.6,176.0,56.8,11.4,0,Level 2
2024-06-25,41.2,111.0,49.0,7.1,0,Level 2
2024-06-26,33.2,143.0,59.5,7.6,0,Level 2
2024-06-27,40.8,147.0,38.2,14.8,0,Level 2
2024-06-28,36.1,81.0,36.2,7.1,0,Level 2
2024-06-29,41.0,160.0,48.0,7.6,0,Level 2
2024-06-30,43.9,126.0,42.6,12.8,0,Level 3
2024-07-01,31.6,152.0,71.7,8.7,0,Level 2
2024-07-02,27.8,123.0,75.8,15.8,0,Level 2
2024-07-03,27.2,192.0,83.3,16.0,0,Level 2
2024-07-04,37.9,111.0,70.6,13.9,0,Level 2
2024-07-05,37.7,173.0,76.7,6.6,0,Level 2
2024-07-06,29.7,139.0,84.6,15.3,0,Level 2
2024-07-07,32.1,163.0,86.0,9.1,1,Level 3
2024-07-08,28.3,91.0,77.2,18.8,0,Level 2
2024-07-09,29.8,145.0,73.7,18.1,1,Level 3
2024-07-10,31.9,159.0,86.1,15.4,1,Level 3
2024-07-11,29.8,199.0,74.4,19.2,0,Level 2
2024-07-12,25.0,191.0,84.1,7.7,1,Level 3
2024-07-13,26.8,197.0,88.5,19.2,0,Level 2
2024-07-14,33.2,181.0,87.2,9.8,1,Level 3
2024-07-15,30.3,94.0,74.6,6.2,1,Level 3
2024-07-16,28.6,167.0,76.8,6.0,0,Level 2
2024-07-17,34.3,155.0,76.4,18.3,1,Level 3
2024-07-18,30.6,83.0,74.7,18.1,0,Level 2
2024-07-19,30.2,176.0,88.8,20.0,0,Level 2
2024-07-20,33.2,128.0,85.3,12.2,1,Level 3
2024-07-21,28.7,169.0,78.4,8.6,0,Level 2
2024-07-22,34.4,114.0,77.1,9.4,0,Level 2
2024-07-23,29.9,162.0,77.7,8.3,1,Level 3
2024-07-24,30.7,91.0,85.7,11.3,1,Level 3
2024-07-25,29.9,100.0,82.3,19.9,0,Level 2
2024-07-26,32.0,158.0,88.9,14.1,1,Level 3
2024-07-27,28.1,102.0,74.4,16.7,0,Level 2
2024-07-28,28.4,196.0,71.2,18.3,1,Level 3
2024-07-29,34.3,98.0,83.9,17.2,0,Level 2
2024-07-30,28.3,144.0,74.5,13.9,1,Level 3
2024-07-31,28.2,195.0,87.8,17.9,1,Level 3
2024-08-01,28.8,146.0,83.1,6.3,0,Level 2
2024-08-02,25.9,140.0,84.5,6.2,0,Level 2
2024-08-03,27.8,89.0,83.7,17.8,0,Level 2
2024-08-04,37.6,122.0,86.5,15.2,1,Level 3
2024-08-05,28.4,185.0,75.3,17.0,1,Level 3
2024-08-06,32.5,162.0,83.9,14.3,1,Level 3
2024-08-07,31.5,186.0,73.2,18.1,0,Level 2
2024-08-08,29.5,169.0,76.7,7.4,1,Level 3
2024-08-09,30.4,141.0,86.6,5.1,0,Level 2
2024-08-10,30.6,111.0,82.6,14.5,1,Level 3
2024-08-11,30.1,93.0,85.6,16.4,1,Level 3
2024-08-12,29.7,192.0,82.7,6.5,1,Level 3
2024-08-13,30.8,88.0,83.8,9.5,1,Level 3
2024-08-14,30.4,155.0,76.9,5.7,1,Level 3
2024-08-15,27.9,196.0,89.5,16.2,0,Level 2
2024-08-16,34.7,134.0,83.7,9.1,1,Level 3
2024-08-17,29.8,134.0,78.5,7.5,1,Level 3
2024-08-18,26.9,162.0,71.6,14.8,0,Level 2
2024-08-19,32.1,98.0,89.0,11.5,1,Level 3
2024-08-20,35.5,113.0,78.0,19.8,0,Level 2
2024-08-21,26.8,108.0,87.9,8.2,0,Level 2
2024-08-22,26.2,137.0,87.3,19.5,0,Level 2
2024-08-23,34.3,173.0,87.4,16.6,1,Level 3
2024-08-24,31.9,84.0,72.6,18.8,1,Level 3
2024-08-25,34.0,138.0,85.9,6.8,0,Level 2
2024-08-26,28.0,139.0,74.0,6.0,1,Level 3
2024-08-27,35.4,176.0,75.4,9.7,0,Level 2
2024-08-28,28.6,115.0,82.0,15.4,1,Level 3
2024-08-29,22.7,85.0,85.6,12.2,0,Level 1
2024-08-30,30.0,164.0,82.4,13.4,0,Level 2
2024-08-31,26.5,142.0,76.5,6.3,0,Level 2
2024-09-01,27.0,163.0,81.4,17.0,0,Level 2
2024-09-02,29.2,93.0,73.3,14.5,1,Level 3
2024-09-03,30.2,185.0,84.2,15.7,1,Level 3
2024-09-04,28.1,178.0,76.8,6.2,1,Level 3
2024-09-05,34.0,157.0,79.0,12.9,1,Level 3
2024-09-06,30.6,87.0,71.6,8.7,0,Level 2
2024-09-07,29.0,120.0,89.5,7.7,1,Level 3
2024-09-08,31.3,140.0,83.2,13.3,1,Level 3
2024-09-09,30.1,162.0,74.0,6.1,0,Level 2
2024-09-10,30.4,136.0,75.2,18.0,1,Level 3
2024-09-11,28.6,125.0,76.9,19.8,0,Level 2
2024-09-12,34.7,149.0,87.3,11.6,1,Level 3
2024-09-13,33.2,131.0,88.0,9.2,1,Level 3
2024-09-14,29.9,105.0,88.2,14.3,1,Level 3
2024-09-15,28.1,189.0,84.3,7.7,0,Level 2
2024-09-16,31.2,102.0,89.4,17.8,0,Level 2
2024-09-17,31.6,142.0,78.9,10.4,1,Level 3
2024-09-18,28.9,127.0,73.3,19.5,0,Level 2
2024-09-19,26.1,96.0,85.5,19.5,0,Level 2
2024-09-20,33.5,89.0,74.7,7.5,1,Level 3
2024-09-21,33.0,110.0,78.6,14.3,1,Level 3
2024-09-22,28.5,100.0,73.3,5.6,1,Level 3
2024-09-23,29.0,177.0,86.9,13.8,1,Level 3
2024-09-24,36.2,93.0,74.1,9.0,0,Level 2
2024-09-25,32.2,95.0,70.8,11.8,1,Level 3
2024-09-26,30.2,141.0,76.3,5.6,0,Level 2
2024-09-27,32.7,142.0,79.1,12.3,1,Level 3
2024-09-28,31.0,84.0,72.8,9.6,1,Level 3
2024-09-29,31.8,91.0,89.4,15.1,0,Level 2
2024-09-30,26.8,101.0,87.4,15.4,1,Level 3
2024-10-01,28.5,154.0,44.9,18.0,0,Level 2
2024-10-02,29.1,192.0,30.9,15.3,0,Level 2
2024-10-03,29.9,158.0,41.8,6.6,0,Level 2
2024-10-04,24.6,86.0,60.0,19.7,0,Level 1
2024-10-05,29.0,169.0,47.0,18.2,0,Level 2
2024-10-06,29.3,160.0,39.8,17.1,0,Level 2
2024-10-07,27.1,94.0,54.5,13.2,0,Level 2
2024-10-08,32.1,124.0,39.7,10.9,0,Level 2
2024-10-09,25.0,125.0,37.1,8.4,0,Level 2
2024-10-10,21.5,160.0,48.1,14.3,0,Level 1
2024-10-11,30.9,138.0,45.6,5.4,0,Level 2
2024-10-12,27.0,128.0,41.4,13.7,0,Level 2
2024-10-13,32.2,166.0,54.4,19.3,0,Level 2
2024-10-14,29.7,81.0,35.9,14.7,0,Level 2
2024-10-15,28.3,192.0,31.8,10.3,0,Level 2
2024-10-16,27.8,111.0,44.6,9.3,0,Level 2
2024-10-17,28.5,153.0,39.3,15.7,0,Level 2
2024-10-18,32.2,95.0,42.4,7.7,0,Level 2
2024-10-19,28.3,93.0,51.3,13.5,0,Level 2
2024-10-20,24.0,138.0,58.9,17.1,0,Level 1
2024-10-21,28.4,152.0,58.5,17.3,0,Level 2
2024-10-22,26.7,105.0,36.8,14.2,0,Level 2
2024-10-23,24.3,113.0,53.4,17.3,0,Level 1
2024-10-24,25.9,91.0,50.0,14.4,0,Level 2
2024-10-25,24.4,184.0,52.1,8.3,0,Level 1
2024-10-26,28.9,157.0,30.7,14.1,0,Level 2
2024-10-27,26.3,140.0,47.8,19.8,0,Level 2
2024-10-28,23.9,129.0,50.9,11.4,0,Level 1
2024-10-29,29.7,90.0,38.2,6.3,0,Level 2
2024-10-30,32.9,119.0,35.8,8.4,0,Level 2
2024-10-31,28.1,176.0,32.0,8.5,0,Level 2
2024-11-01,25.7,245.0,56.4,13.0,0,Level 3
2024-11-02,31.7,246.0,59.8,13.4,0,Level 3
2024-11-03,24.4,186.0,44.0,13.4,0,Level 1
2024-11-04,29.6,234.0,36.0,6.5,0,Level 2
2024-11-05,25.2,215.0,52.7,15.0,0,Level 2
2024-11-06,24.7,273.0,59.8,13.1,0,Level 3
2024-11-07,27.1,242.0,45.6,6.3,0,Level 3
2024-11-08,28.4,251.0,53.5,5.5,0,Level 3
2024-11-09,27.5,216.0,37.9,6.3,0,Level 2
2024-11-10,22.5,225.0,41.9,14.0,0,Level 1
2024-11-11,29.5,230.0,57.6,19.9,0,Level 2
2024-11-12,28.2,268.0,41.4,18.0,0,Level 3
2024-11-13,27.7,210.0,53.7,6.2,0,Level 2
2024-11-14,29.6,278.0,40.4,14.6,0,Level 3
2024-11-15,25.3,266.0,34.0,18.8,0,Level 3
2024-11-16,32.2,230.0,35.2,11.0,0,Level 2
2024-11-17,29.7,187.0,41.0,5.4,0,Level 2
2024-11-18,28.2,223.0,59.0,9.7,0,Level 2
2024-11-19,29.6,191.0,43.2,14.6,0,Level 2
2024-11-20,32.6,186.0,34.6,16.7,0,Level 2
2024-11-21,31.7,279.0,31.7,5.9,0,Level 3
2024-11-22,26.2,186.0,50.8,12.6,1,Level 3
2024-11-23,27.1,242.0,54.4,9.6,0,Level 3
2024-11-24,20.3,269.0,33.9,11.7,0,Level 3
2024-11-25,30.8,221.0,41.0,17.4,0,Level 2
2024-11-26,26.3,206.0,30.6,16.4,0,Level 2
2024-11-27,20.2,202.0,46.1,5.2,0,Level 1
2024-11-28,28.0,235.0,33.3,11.8,0,Level 2
2024-11-29,29.7,229.0,32.9,7.3,0,Level 2
2024-11-30,27.5,219.0,41.3,11.9,0,Level 2
2024-12-01,23.6,276.0,56.8,16.8,0,Level 3
2024-12-02,12.0,264.0,37.6,5.6,0,Level 3
2024-12-03,24.1,244.0,43.8,14.9,0,Level 3
2024-12-04,21.5,232.0,32.0,7.3,0,Level 1
2024-12-05,22.8,248.0,45.4,5.6,0,Level 3
2024-12-06,13.2,181.0,32.1,19.3,0,Level 1
2024-12-07,15.9,210.0,40.6,10.2,0,Level 1
2024-12-08,9.8,190.0,35.2,14.9,0,Level 1
2024-12-09,17.7,182.0,38.0,6.2,0,Level 1
2024-12-10,20.0,218.0,48.7,8.1,0,Level 1
2024-12-11,11.2,257.0,48.5,14.7,0,Level 3
2024-12-12,11.8,240.0,59.4,13.7,0,Level 3
2024-12-13,19.6,246.0,54.4,6.9,0,Level 3
2024-12-14,9.8,241.0,43.2,19.1,0,Level 3
2024-12-15,5.2,200.0,33.6,18.3,0,Level 1
2024-12-16,19.3,265.0,55.8,18.8,0,Level 3
2024-12-17,12.1,226.0,52.7,17.6,0,Level 1
2024-12-18,18.3,235.0,35.3,19.8,0,Level 1
2024-12-19,20.9,196.0,31.3,7.0,0,Level 1
2024-12-20,12.4,264.0,45.2,16.0,0,Level 3
2024-12-21,17.9,231.0,47.7,9.5,0,Level 1
2024-12-22,18.8,256.0,49.1,7.4,0,Level 3
2024-12-23,16.9,205.0,30.3,15.9,1,Level 3
2024-12-24,14.0,200.0,54.0,13.3,0,Level 1
2024-12-25,10.7,199.0,48.5,10.3,0,Level 1
2024-12-26,14.3,184.0,52.8,16.2,0,Level 1
2024-12-27,15.1,217.0,58.7,9.9,0,Level 1
2024-12-28,18.6,217.0,59.9,11.7,0,Level 1
2024-12-29,13.1,239.0,56.6,10.9,0,Level 1
2024-12-30,7.4,189.0,53.8,13.8,0,Level 1
2024-12-31,21.3,186.0,49.3,13.7,0,Level 1
